7.999999856948863258e-03,7.059865801583984357e-01,7.999999856948863258e-03,7.999999856948863258e-03,1.100134231317764499e-01,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,8.548337943286047833e-03,4.752837781299902586e-03,7.871150292297681220e-03,3.871973143905815991e-03,3.510599531886878389e-03,1.805624570629358813e-02,3.807413636654129099e-03,9.371784582272571495e-03,4.843224554998861245e-03,4.030592470134927163e-01,4.594172944427132518e-03,3.733043686404284665e-03,3.206777601113798559e-03,3.153014508649944481e-01,7.994034288998405624e-03,1.813745053217791572e-02,5.875435853120287120e-03,8.002559558162586698e-03,6.032409100153132177e-03,1.542933071162598882e-02,3.990089507579880346e-02,4.027634650798605533e-03,5.513852945833488430e-03,2.537596735695547140e-02,6.918217064304611752e-02
5.511251435111865805e-03,2.130280297581162857e-02,1.024871689732175829e-02,2.130280297581162857e-02,6.134859857520492676e-01,2.130280297581162163e-02,2.604026843802153407e-02,7.090406589181817536e-03,1.182787205139165798e-02,2.761942359209143549e-02,1.498618235953161348e-02,5.511251435111865805e-03,2.130280297581152102e-02,1.340702720546170165e-02,1.024871689732173227e-02,1.498618235953163430e-02,1.024871689732173748e-02,2.130280297581158694e-02,2.288195812988163408e-02,1.972364782174167858e-02,2.130280297581154531e-02,3.932096281041895861e-03,2.288195812988154387e-02,2.761942359209146325e-02,3.932096281041895861e-03,1.395925490366597618e-02,1.261330275412069456e-02,1.080271379899955426e-02,3.430784405935043049e-03,8.635387831588649948e-03,4.262848000097109458e-02,1.013170358699932126e-02,2.140517531854628508e-02,1.402603174080821989e-02,4.186566753088298287e-01,8.015267392945063171e-03,2.578344891478569559e-03,9.139378269188499701e-03,9.527779527673306201e-03,2.127564347472891276e-02,4.663539173444963826e-02,2.894602049316622426e-03,1.498889153953568421e-02,1.963321057737865000e-02,3.663483048492714028e-02,2.224783349052611159e-01,5.161158192306840482e-03,2.767860394895698198e-03,3.735494777367598385e-02,4.624849141772763989e-03
7.999999856948863258e-03,7.918926208108840736e-01,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,1.336912739772926940e-02,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,1.336912739772925553e-02,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,1.336912739772925553e-02,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,8.547732461899172282e-03,4.755011977761451625e-03,8.144520961212230181e-03,3.872311689615080127e-03,3.516431613663445564e-03,1.787122553952651474e-02,3.807340163697165401e-03,9.373227989362315632e-03,4.773165355400194737e-03,3.860850708365580752e-01,4.593476740137008955e-03,3.732818314650305971e-03,3.202609717551620043e-03,3.536664961976423438e-01,7.994154515997513658e-03,1.768924119457818134e-02,5.875988345111752935e-03,8.002362200113204496e-03,1.007741579621494049e-02,1.543720433783039164e-02,2.907367168492344753e-03,4.027499662082425699e-03,5.525637722680942776e-03,2.681720822373196561e-02,7.970448127448737097e-02
1.336912739772925553e-02,4.558389264241170802e-02,4.558389264241165251e-02,1.873825493850953677e-02,4.021476510163123769e-02,3.484563756085085062e-02,5.632214772397254460e-02,3.484563756085071184e-02,7.242953034631371967e-02,4.558389264241168720e-02,2.947651002007039764e-02,5.632214772397254460e-02,4.558389264241169414e-02,5.095302018319206039e-02,4.021476510163127932e-02,3.484563756085080899e-02,3.484563756085082981e-02,4.021476510163127932e-02,5.632214772397243358e-02,4.021476510163113360e-02,1.873825493850958535e-02,5.095302018319210896e-02,4.021476510163125850e-02,3.484563756085092001e-02,1.873825493850956800e-02,5.378683056620342517e-02,2.063705510673682214e-02,4.481032379430905516e-02,1.684611336093744943e-02,1.765065998955745938e-02,3.188363330340852203e-02,8.922772464983224489e-03,5.366384719017809612e-02,2.410216380247432247e-02,1.606987123585180144e-01,2.066012088832934121e-02,6.245072657212678326e-03,2.240498012132078123e-02,2.037091492527139461e-02,4.552117909618919045e-02,8.850792975229153370e-02,3.737551175703401896e-02,2.947494068186564536e-02,4.245021609391250866e-02,6.775190715549125886e-02,1.459163776991411615e-02,1.753520248117426336e-02,1.294046009810110448e-02,1.099570664438582202e-01,3.121074814072838724e-02
1.972364782174157102e-02,1.656533751360165715e-02,7.090406589181827944e-03,8.669561743251789215e-03,2.761942359209154305e-02,8.669561743251799624e-03,8.669561743251747582e-03,8.669561743251789215e-03,8.669561743251785746e-03,3.939834193363242476e-01,2.352941126971926349e-03,1.972364782174157796e-02,2.352941126971926349e-03,1.182787205139171523e-02,5.511251435111865805e-03,1.340702720546162879e-02,3.908251090281845697e-01,3.932096281041895861e-03,7.090406589181821005e-03,8.669561743251790950e-03,3.932096281041895861e-03,3.932096281041895861e-03,8.669561743251756256e-03,2.352941126971926349e-03,7.090406589181817536e-03,1.209119003631470117e-02,5.162065059104297381e-03,7.090570542835807587e-03,4.193305173076035744e-03,3.814601398132101435e-03,4.927763445064617040e-03,1.888049126835971998e-03,8.711077054062205463e-03,5.176598076656086130e-03,9.073647824020508734e-02,6.713510825448933822e-03,9.258409188015574026e-03,2.831526239323292529e-03,7.405058460358660867e-03,2.359330472522801463e-03,2.854383579878605470e-01,3.183143196465329072e-03,2.369796986602710088e-03,6.549836099568571990e-03,4.789370778046605354e-02,1.002921702181774379e-02,1.965558825584770020e-01,4.937908058174539372e-03,2.596947536030180803e-01,1.098786336959300079e-02
7.999999856948863258e-03,1.873825493850951596e-02,1.873825493850963739e-02,1.336912739772925553e-02,2.410738247929001404e-02,7.999999856948863258e-03,1.873825493850959228e-02,1.336912739772925553e-02,7.999999856948863258e-03,1.336912739772927114e-02,1.336912739772925553e-02,1.336912739772925553e-02,1.336912739772925553e-02,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,1.336912739772925553e-02,1.336912739772925553e-02,7.999999856948863258e-03,1.336912739772927287e-02,1.336912739772925553e-02,7.999999856948863258e-03,1.873825493850964086e-02,6.952483250768377587e-01,7.999999856948863258e-03,9.789073419125058143e-03,4.748236132155922787e-03,1.763922247755897108e-02,6.471009839697169225e-03,5.866370520605962077e-03,2.313452647456071612e-02,6.367388327710384738e-03,1.681373389108787308e-01,1.104314486168322604e-02,5.558896353133423868e-02,4.595940763723939740e-03,3.754034254597152665e-03,3.186070097762166899e-03,8.376342376653047456e-03,1.335518931823406925e-02,3.223561816463311747e-01,5.879889691425462146e-03,1.337299378753994267e-02,1.412806948699956225e-02,2.392090268300622047e-01,8.746757161716085804e-03,6.729985583840586948e-03,5.528327316982179634e-03,3.385011656714596168e-02,8.145800621674442743e-03
7.999999856948863258e-03,7.865234932701037351e-01,7.999999856948863258e-03,1.336912739772925900e-02,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,1.336912739772925553e-02,7.999999856948863258e-03,1.336912739772927114e-02,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,1.336912739772925900e-02,7.999999856948863258e-03,7.999999856948863258e-03,7.999999856948863258e-03,1.365939508021870447e-02,4.754599775201612082e-03,8.126892617513859635e-03,3.872416873318558581e-03,3.516439296049224741e-03,1.454900737769485204e-02,3.807065106469617946e-03,1.162090079880993485e-02,4.772964436775646233e-03,3.819715609174208493e-01,4.593665326601154356e-03,3.732709843892276225e-03,3.202691415215176609e-03,3.512685665311578442e-01,7.994176244548907573e-03,1.776888717450834237e-02,9.810567704508610376e-03,8.002289828095608681e-03,6.031625760483356503e-03,1.847680546163151666e-02,2.907342778155609219e-03,4.027507462611038501e-03,5.512897711364864693e-03,2.681146331978225689e-02,7.920756115796855068e-02
7.427292983981753985e-03,1.339299023966275190e-02,7.427292983981747913e-03,7.427292983981765261e-03,1.088441463305584722e-01,1.935868749534376196e-02,3.623862796970007127e-01,6.111856828511086359e-02,4.444444356141259364e-03,7.427292983981748781e-03,1.637583886750326040e-02,4.444444356141259364e-03,7.427292983981762658e-03,7.427292983981765261e-03,1.339299023966280741e-02,7.427292983981746179e-03,4.444444356141259364e-03,2.234153612318421495e-02,3.427293063454617955e-02,4.444444356141259364e-03,7.427292983981769597e-03,2.400894859555405270e-01,1.339299023966280915e-02,1.041014161182231279e-02,7.427292983981746179e-03,7.941639645984072127e-03,1.150525712165579272e-02,8.069917601408545596e-03,2.954344393285033080e-02,1.954253870271317230e-03,1.998719099421947254e-02,3.546249294965580189e-03,7.821847380535266320e-03,8.189204814816832337e-03,1.084982116768368754e-01,5.011569484165426074e-03,3.468572759151807884e-03,1.363865081334657454e-02,5.991584197527377587e-03,7.439502024541676597e-03,2.274702915364086933e-02,1.759548560454420041e-01,1.637981549158762720e-02,2.730850693793749895e-01,1.532657663750086954e-02,3.948015853024173377e-02,2.247828085622551042e-03,5.159147143024529064e-03,2.036288188409949296e-01,3.383605080292205209e-03
1.599999965667729110e-03,2.432107384367183101e-01,1.599999965667729110e-03,1.599999965667729110e-03,1.599999965667729110e-03,1.599999965667729110e-03,1.599999965667729110e-03,1.599999965667729110e-03,1.599999965667729110e-03,2.673825469983508608e-03,1.599999965667729110e-03,5.793181212875563313e-01,1.599999965667729110e-03,1.599999965667729110e-03,1.599999965667729110e-03,2.673825469983508608e-03,1.599999965667729110e-03,1.599999965667729110e-03,1.599999965667729110e-03,1.401234900224031799e-01,1.599999965667729110e-03,1.599999965667729110e-03,1.599999965667729110e-03,1.599999965667729110e-03,1.599999965667729110e-03,1.713897048971692186e-03,9.570401550085255856e-04,1.579153009417786887e-03,7.781212242098789608e-04,6.189008113703939329e-02,1.211952651885146726e-02,7.848813505900297405e-04,1.880720953144416480e-03,1.744675359899193565e-03,4.749285439464325242e-01,1.411806315886974606e-03,7.494292683010417809e-04,6.486319430668550674e-04,1.086895753633372874e-01,1.602770901322128367e-03,1.241546224456173929e-02,1.181598965660096224e-03,1.615057610023634075e-03,1.212976483494814439e-03,3.604459825979761979e-03,5.879867770136507727e-04,8.071137299155611887e-04,1.107729957718082362e-03,5.939125700836836441e-03,3.000496342093161295e-01
2.673825469983510342e-03,2.673825469983508608e-03,1.599999965667729110e-03,1.599999965667729110e-03,2.673825469983509041e-03,1.599999965667729110e-03,2.673825469983508608e-03,3.747650974299288756e-03,3.747650974299289624e-03,1.599999965667729110e-03,3.747650974299287889e-03,1.599999965667729110e-03,1.126442950450974589e-02,1.599999965667729110e-03,6.909959737363993160e-01,2.673825469983509041e-03,2.673825469983508608e-03,2.673825469983508608e-03,4.821476478615068471e-03,1.599999965667729110e-03,1.599999965667729110e-03,1.599999965667729110e-03,2.673825469983508608e-03,2.522416106061487612e-02,2.206604028460878997e-01,1.722896841381250281e-03,9.604707809265318258e-04,1.636350638071761184e-03,1.854306539922209599e-03,7.106960429452315996e-04,6.876795820272997746e-03,7.759836015510667177e-04,8.469154441796824390e-03,1.616728635221682114e-03,9.502378383709320087e-03,8.725060329609540810e-02,1.253278541938877052e-03,1.972290450152460253e-03,1.201589643105197870e-03,1.125752266413008844e-02,3.128114182762465334e-01,1.179979848903577044e-03,3.756312617684229218e-03,2.030101884135455254e-03,1.147232516011046921e-01,9.760297029424956639e-04,1.370777202735530944e-03,1.504793508390757373e-01,2.745769643156923401e-01,1.034767390260946411e-03
