F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,Label
0.008333333178112889,0.01392617436225875,0.5676174515927059,0.008333333178112889,0.008333333178112889,0.019519015546404818,0.008333333178112889,0.008333333178112889,0.013926174362258816,0.013926174362258768,0.04189038028298845,0.14256152159761407,0.008333333178112889,0.013926174362258804,0.01392617436225878,0.008333333178112889,0.008333333178112889,0.07544742738786393,0.008333333178112889,0.008333333178112889,0
0.008333333178112889,0.008333333178112889,0.008333333178112889,0.34390380422686817,0.008333333178112889,0.008333333178112889,0.030704697914696582,0.008333333178112889,0.12019015686103102,0.019519015546404696,0.008333333178112889,0.008333333178112889,0.008333333178112889,0.3383109630427217,0.008333333178112889,0.013926174362258762,0.008333333178112889,0.025111856730550774,0.008333333178112889,0.008333333178112889,0
0.11459731567688522,0.008333333178112889,0.34949664541101394,0.008333333178112889,0.008333333178112889,0.008333333178112889,0.008333333178112889,0.013926174362258821,0.008333333178112889,0.2096756158073652,0.008333333178112889,0.008333333178112889,0.008333333178112889,0.008333333178112889,0.008333333178112889,0.008333333178112889,0.013926174362258792,0.008333333178112889,0.1817114098866356,0.008333333178112889,0
0.05866890383542624,0.008333333178112889,0.008333333178112889,0.008333333178112889,0.013926174362258764,0.030704697914696624,0.008333333178112889,0.008333333178112889,0.008333333178112889,0.013926174362258818,0.008333333178112889,0.008333333178112889,0.019519015546404776,0.42779642198905693,0.10341163330859357,0.08104026857200991,0.008333333178112889,0.008333333178112889,0.1593400451500524,0.008333333178112889,0
0.002695388578145995,0.001612903190918197,0.0037778739653737668,0.001612903190918197,0.003777873965373783,0.0026953885781459816,0.00269538857814599,0.0026953885781459837,0.005942844739829335,0.6889911240805598,0.003777873965373783,0.0048603593526015485,0.001612903190918197,0.001612903190918197,0.002695388578145995,0.25924442535112935,0.002695388578145992,0.0026953885781459924,0.001612903190918197,0.002695388578145995,0
0.0019230768817460346,0.0019230768817460346,0.45494321149938666,0.0019230768817460346,0.0019230768817460346,0.0019230768817460346,0.0019230768817460346,0.003213732535927349,0.425258131453216,0.00450438819010869,0.0019230768817460346,0.012248322115196539,0.0019230768817460346,0.07032782655335611,0.0019230768817460346,0.0032137325359273485,0.0019230768817460346,0.0019230768817460346,0.0019230768817460346,0.003213732535927349,0
0.004545454453091965,0.007596095093824068,0.00759609509382407,0.06250762662700173,0.01369737637528827,0.007596095093824058,0.010646735734556151,0.007596095093824049,0.010646735734556144,0.01369737637528822,0.010646735734556207,0.004545454453091965,0.004545454453091965,0.010646735734556202,0.013697376375288282,0.02284929829748442,0.004545454453091965,0.00759609509382407,0.7641549739953818,0.01064673573455617,0
0.004545454453091965,0.004545454453091965,0.004545454453091965,0.004545454453091965,0.004545454453091965,0.02284929829748436,0.004545454453091965,0.004545454453091965,0.004545454453091965,0.004545454453091965,0.004545454453091965,0.8343197087322203,0.004545454453091965,0.004545454453091965,0.004545454453091965,0.004545454453091965,0.004545454453091965,0.0655582672677338,0.004545454453091965,0.004545454453091965,0
0.019519015546404696,0.05866890383542626,0.07544742738786397,0.047483221467134365,0.06426174501957213,0.025111856730550722,0.019519015546404762,0.01951901554640473,0.05307606265128031,0.04189038028298845,0.047483221467134365,0.07544742738786397,0.075447427387864,0.04748322146713441,0.06426174501957217,0.08104026857200991,0.019519015546404738,0.06426174501957214,0.05866890383542626,0.04189038028298849,0
0.08072567118386344,0.005222315373687932,0.0031249999345163743,0.0031249999345163743,0.009416946252030985,0.08072567118386327,0.0031249999345163743,0.009416946252030985,0.005222315373687933,0.007319630812859469,0.0031249999345163743,0.005222315373687924,0.005222315373687928,0.005222315373687931,0.0052223153736879295,0.01990352344788859,0.009416946252030964,0.6092491618550865,0.1268666108456371,0.0031249999345163743,0
7.042253365937137E-4,7.042253365937137E-4,7.042253365937137E-4,0.9228140658764366,7.042253365937137E-4,7.042253365937137E-4,7.042253365937137E-4,7.042253365937137E-4,7.042253365937137E-4,0.06261934020626038,7.042253365937137E-4,7.042253365937137E-4,7.042253365937137E-4,7.042253365937137E-4,7.042253365937137E-4,0.0016494942659015938,7.042253365937137E-4,7.042253365937137E-4,0.0011768598012476563,0.001176859801247655,0
0.02200083888706005,0.0031249999345163743,0.08911493294054935,0.019903523447888476,0.0031249999345163743,0.009416946252030989,0.022000838887060014,0.0052223153736879226,0.038779362400432206,0.0031249999345163743,0.2715813761484714,0.0031249999345163743,0.01151426169120252,0.18559144314243975,0.01780620800871699,0.007319630812859473,0.0031249999345163743,0.0450713087179468,0.2359270136825558,0.0031249999345163743,0
