F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,Label
0.00909090890618393,0.00909090890618393,0.015192190187648098,0.00909090890618393,0.00909090890618393,0.00909090890618393,0.9120805385628818,0.00909090890618393,0.00909090890618393,0.00909090890618393,0.00911781027415,0.202638871069,0.0213174310189,0.0090920894463,0.00673960229962,0.00521097630263,0.0068404565637,0.00677294498235,0.008321175938,0.723948642105,0
0.00909090890618393,0.07010372172082559,0.00909090890618393,0.5704087868008879,0.021293471469112403,0.01519219018764814,0.015192190187648094,0.00909090890618393,0.2653447227276791,0.015192190187648131,0.0152081318147,0.161379766078,0.0172526690186,0.265344485923,0.422863341131,0.00521781122636,0.0157570736634,0.0112390081244,0.0641595078851,0.0215782051348,0
0.10671140940961082,0.00909090890618393,0.5521049429564949,0.00909090890618393,0.00909090890618393,0.17382550350571666,0.05179987787643302,0.07010372172082596,0.00909090890618393,0.00909090890618393,0.0100509331308,0.193023100062,0.521254817736,0.00909640758615,0.00674160951405,0.0610229113981,0.0122098536413,0.128140098544,0.00832152335741,0.0501387450303,0
0.4178767547642822,0.08230628428375394,0.00909090890618393,0.021293471469112313,0.13111653453546762,0.09450884684668256,0.03349603403204069,0.00909090890618393,0.1921293473501092,0.00909090890618393,0.00910725223224,0.214866423269,0.0269655332157,0.192142406062,0.0157876319083,0.238080571867,0.0965545688122,0.0692892474134,0.0753385843351,0.0618677808849,0
0.0027395752751769027,0.0016393442262535793,0.0016393442262535793,0.008240730519793644,0.0016393442262535793,0.6672791288248737,0.3108042689737128,0.0016393442262535793,0.002739575275176903,0.0016393442262535793,0.0016426081859,0.182300725627,0.0677698514199,0.00274063003776,0.00611340509931,0.00156734710011,0.00122526819007,0.488393206431,0.00150102252184,0.246745935387,0
0.6665219110260249,0.001960784270757903,0.001960784270757903,0.001960784270757903,0.001960784270757903,0.31779181480791346,0.001960784270757903,0.001960784270757903,0.001960784270757903,0.001960784270757903,0.00196485113056,0.287392285681,0.0342944194962,0.00196281504906,0.00145716327205,0.379668035502,0.00146360903879,0.232612920327,0.00179574065572,0.057388159847,0
0.8996164917427466,0.007957813900115608,0.017545541618853605,0.014349632379274268,0.004761904660536312,0.004761904660536312,0.00795781390011563,0.014349632379274297,0.011153723139694934,0.017545541618853612,0.0175767364378,0.324263878265,0.0273946129935,0.0111562387617,0.0106400230749,0.512483744814,0.00367905135312,0.00367358027128,0.00728450935944,0.0818476246697,0
0.004761904660536312,0.004761904660536312,0.004761904660536312,0.004761904660536312,0.004761904660536312,0.004761904660536312,0.004761904660536312,0.004761904660536312,0.004761904660536312,0.9571428580551741,0.957147323408,0.0075150521595,0.00861005462322,0.00476282438568,0.00353042851857,0.00272945250519,0.00355115924823,0.00354789418607,0.00435876864912,0.00424704231683,0
0.11891397197253914,0.08840756556521828,0.1128126906910749,0.10061012812814672,0.08840756556521825,0.14331909709839571,0.07620500300228986,0.08230628428375415,0.08840756556521834,0.10061012812814664,0.100806235891,0.163920366834,0.179266230422,0.0884177855206,0.0745873576757,0.0680253658341,0.066170715106,0.105973080469,0.0809177551704,0.0719151070772,0
0.003225806381836394,0.018380601803025372,0.7609655774412836,0.003225806381836394,0.0053907771562919675,0.009720718705203121,0.007555747930747551,0.17642346833828068,0.007555747930747553,0.007555747930747548,0.00887879583618,0.167418713381,0.767179682996,0.0075624245554,0.00239265786691,0.00243042448507,0.011575511296,0.0094289112663,0.0168229308462,0.00630994747178,0
0.03974011137128419,7.092198424161583E-4,7.092198424161583E-4,0.1039982864492988,7.092198424161583E-4,0.2363225284618029,7.092198424161583E-4,7.092198424161583E-4,0.6156837546631169,7.092198424161583E-4,0.000710716033906,0.0800090053359,0.0242216273121,0.61567755144,0.077099234443,0.0226410025429,0.000530288284203,0.172971011432,0.000649981359164,0.00548958181694,0
0.2283827669252145,0.003225806381836394,0.007555747930747545,0.5899328862592935,0.09848452045788113,0.007555747930747544,0.0053907771562919805,0.005390777156291966,0.04869019264540323,0.005390777156291957,0.00540426899206,0.251486766933,0.0133771838262,0.0487009780246,0.437337790761,0.130129389507,0.0725313382568,0.00560125778932,0.00296280002124,0.0324682258881,0
0.09410705516129887,0.002439024337057121,0.4264036668991754,0.004075953458918575,0.007349811702641494,0.44277295811779,0.002439024337057121,0.01062366994636441,0.004075953458918579,0.005712882580780032,0.00645439877193,0.193046487917,0.393767745834,0.00408044761049,0.00302531931383,0.0536443937424,0.00967300185691,0.324198449323,0.00223362366842,0.00987613196218,0
0.005133321221600779,9.009008809456069E-4,9.009008809456069E-4,0.008156478607783011,0.001505532358182057,0.0015055323581820584,0.9755668421861077,0.001505532358182056,0.0033194267898914312,0.0015055323581820584,0.00150763157361,0.206961455325,0.00223906604048,0.00331970759967,0.00604677406954,0.00293014114517,0.0011169298332,0.00112181295348,0.000825130078096,0.773931351381,0
0.00909090890618393,0.00909090890618393,0.00909090890618393,0.9181818198443459,0.00909090890618393,0.00909090890618393,0.00909090890618393,0.00909090890618393,0.00909090890618393,0.00909090890618393,0.00910684282737,0.235501623478,0.0164374566092,0.00909226775511,0.680678874948,0.00521872575846,0.0067794698292,0.00677353344036,0.00832096028083,0.0220902450738,0
0.8266626006223838,0.00909090890618393,0.015192190187648133,0.03349603403204068,0.00909090890618393,0.00909090890618393,0.00909090890618393,0.015192190187648098,0.00909090890618393,0.06400244043936139,0.0640293077969,0.305399121694,0.0267645071895,0.00909377408593,0.0248337660804,0.470931800077,0.00684039980749,0.00685298058689,0.0083218523277,0.0769324903548,0
0.4405499028218598,0.07466984193887001,0.011885689479658679,0.41457025352839316,0.003225806381836394,0.007555747930747536,0.035700367998669866,0.003225806381836394,0.00539077715629197,0.003225806381836394,0.00324691736508,0.271921354885,0.0131807969432,0.00539228038058,0.307335840831,0.250959143275,0.00249240907094,0.0055727292618,0.0683366898108,0.071561838176,0
0.03032917857717082,0.1421860019624474,0.007957813900115615,0.6854905726909322,0.011153723139694947,0.07507190793128146,0.014349632379274255,0.011153723139694918,0.014349632379274268,0.007957813900115606,0.00797182289358,0.210382261616,0.0238339985759,0.01435122333,0.508177608292,0.017321677561,0.00828603919902,0.0550909961434,0.130125871856,0.0244585005329,0
0.019243041009027014,0.0016393442262535793,0.004940037373023579,0.21398393666845725,0.0027395752751769127,0.5000440093885259,0.00383980632410024,0.003839806324100242,0.01814280996010369,0.2315876334512317,0.231595535847,0.146993697659,0.0561124854282,0.0181438025661,0.158636708153,0.0109770598411,0.00206706888434,0.366025378487,0.00150105052745,0.00794721260638,0
0.012260599068225866,0.002439024337057121,0.0613684727240697,0.004075953458918576,0.002439024337057121,0.2692584712004751,0.005712882580780034,0.6375675236193029,0.002439024337057121,0.002439024337057121,0.00254638842957,0.122638126531,0.644548812568,0.00244335633554,0.0030236851887,0.0091082356319,0.00240932606662,0.205429337474,0.00223406228973,0.00561866948478,0
0.33245881682378453,0.00909090890618393,0.09450884684668259,0.015192190187648112,0.00909090890618393,0.00909090890618393,0.015192190187648136,0.00909090890618393,0.41787675476428204,0.08840756556521859,0.0885719016749,0.145287182132,0.0847556485441,0.417874633661,0.0112636590656,0.189406442309,0.00763370341223,0.00677334362501,0.00832166340186,0.0401118221745,0
0.02739475275057654,0.00909090890618393,0.01519219018764814,0.02129347146911229,0.6314215996155298,0.027394752750576457,0.015192190187648127,0.021293471469112295,0.00909090890618393,0.22263575375742983,0.222661892776,0.183269802974,0.0452741471953,0.00915866056297,0.0157877791141,0.0157756548868,0.464691635961,0.020329356287,0.00838473577784,0.0146663344652,0
0.04569859659496875,0.5215985365491737,0.00909090890618393,0.21653447247596594,0.00909090890618393,0.00909090890618393,0.16162294094278823,0.00909090890618393,0.00909090890618393,0.00909090890618393,0.00910694936219,0.152585004484,0.0164374625949,0.00909219749981,0.160524532465,0.0260654075855,0.0067795864296,0.00677328958231,0.477352676207,0.13528289379,0
