F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Label
0.014531660192327772,0.014531660192327772,0.8315728064319666,0.014531660192327772,0.014531660192327772,0.008695652004901749,0.014531660192327772,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.026203676567179902,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.008695652004901749,0
0.014531660192327772,0.008695652004901749,0.650656552621761,0.008695652004901749,0.014531660192327772,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.09623577481629146,0.04954770931688389,0.08456375844143946,0.014531660192327772,0.014531660192327772,0
0.008695652004901749,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.5105923561235375,0.008695652004901749,0.15459585669055173,0.07872775025401353,0.008695652004901749,0.014531660192327772,0.008695652004901749,0.020367668379753918,0.13125182394084775,0.020367668379753873,0.008695652004901749,0
0.014531660192327772,0.008695652004901749,0.4172162251247216,0.008695652004901749,0.014531660192327772,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.10790779119114367,0.07289174206658773,0.008695652004901749,0.03203968475460591,0.1604318648779777,0.02036766837975384,0.10790779119114363,0
0.001626016224704756,0.002717302305945728,0.0027173023059457275,0.005991160549668621,0.001626016224704756,0.002717302305945728,0.9630490537979993,0.0027173023059457284,0.0027173023059457275,0.0027173023059457275,0.002717302305945728,0.001626016224704756,0.001626016224704756,0.002717302305945734,0.002717302305945728,0
0.0019417475306782162,0.00454812011333547,0.020186355609278988,0.0019417475306782162,0.0019417475306782162,0.0019417475306782162,0.0019417475306782162,0.0032449338220068426,0.0019417475306782162,0.4984557245268856,0.0019417475306782162,0.3955040075119238,0.06058513064046601,0.0019417475306782162,0.0019417475306782162,0
0.004651162693989232,0.004651162693989232,0.02025909154617314,0.06396129233228792,0.007772748464425991,0.014015920005299535,0.014015920005299531,0.007772748464425991,0.01713750577573645,0.007772748464425997,0.007772748464426003,0.6945216179605193,0.11078507888883987,0.004651162693989232,0.020259091546173207,0
0.004651162693989232,0.004651162693989232,0.004651162693989232,0.8911815214980376,0.004651162693989232,0.004651162693989232,0.04835336348010418,0.004651162693989232,0.004651162693989232,0.004651162693989232,0.004651162693989232,0.004651162693989232,0.004651162693989232,0.004651162693989232,0.004651162693989232,0
0.04954770931688384,0.0612197256917358,0.06121972569173562,0.07872775025401366,0.06705573387916179,0.055383717504309704,0.06705573387916171,0.0378756929420319,0.10207178300371744,0.04954770931688389,0.026203676567179836,0.09039976662886558,0.09039976662886574,0.11374379937856959,0.049547709316883876,0
0.047917332461134776,0.05430915094029336,0.003174603107024218,0.003174603107024218,0.7531479713283049,0.003174603107024218,0.01808884622506112,0.041525513981976125,0.003174603107024218,0.005305209266743763,0.003174603107024218,0.003174603107024218,0.005305209266743763,0.02021945238478065,0.03513369550281743,0
7.067137652898976E-4,7.067137652898976E-4,7.067137652898976E-4,0.4029169730680283,7.067137652898976E-4,7.067137652898976E-4,0.052405909831325766,7.067137652898976E-4,7.067137652898976E-4,7.067137652898976E-4,7.067137652898976E-4,7.067137652898976E-4,0.5361965519171668,7.067137652898976E-4,7.067137652898976E-4,0
0.007435815426463286,0.2758921915511262,0.4612549274467266,0.013827633905621901,0.0074358154264632945,0.005305209266743763,0.007435815426463292,0.003174603107024218,0.07561521253748864,0.011697027745902311,0.003174603107024218,0.03300308934309789,0.06283157557917152,0.003174603107024218,0.028741877023658782,0
0.0024096385023039727,0.08165278565130818,0.0040268455869775415,0.008878466840998233,0.6703161644724814,0.0024096385023039727,0.1786852107317217,0.02181612351838671,0.0024096385023039727,0.012112881010345336,0.0024096385023039727,0.0024096385023039727,0.004026845586977538,0.0024096385023039727,0.004026845586977546,0
8.968609667703601E-4,8.968609667703601E-4,0.9717940232053272,0.0014987810921507413,8.968609667703601E-4,0.00210070121753113,0.009323742722095671,8.968609667703601E-4,0.0014987810921507402,0.001498781092150739,0.0021007012175311267,8.968609667703601E-4,0.003906461593672253,8.968609667703601E-4,8.968609667703601E-4,0
0.008695652004901749,0.008695652004901749,0.08456375844143968,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.8023927654948366,0.008695652004901749,0.008695652004901749,0
0.008695652004901749,0.008695652004901749,0.8432448228068186,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.014531660192327772,0.008695652004901749,0.026203676567179802,0.014531660192327772,0.008695652004901749,0.008695652004901749,0.014531660192327772,0.008695652004901749,0.008695652004901749,0
0.028741877023658807,0.003174603107024218,0.007435815426463298,0.003174603107024218,0.005305209266743765,0.003174603107024218,0.003174603107024218,0.003174603107024218,0.003174603107024218,0.022350058544500177,0.005305209266743766,0.1310109726901963,0.7616703959671823,0.015958240065341474,0.003174603107024218,0
0.09517715003665576,0.010894334234862737,0.007772748464425991,0.004651162693989232,0.007772748464425993,0.004651162693989232,0.007772748464425991,0.02338067731660996,0.007772748464425991,0.0265022630870468,0.1950678946906329,0.01713750577573638,0.5384423294386793,0.04523177770966729,0.0077727484644259945,0
0.002717302305945728,0.001626016224704756,0.002717302305945734,0.001626016224704756,0.001626016224704756,0.3093686911346592,0.001626016224704756,0.001626016224704756,0.004899874468427642,0.002717302305945728,0.060555464611717465,0.6018333609072402,0.0038085883871866906,0.001626016224704756,0.001626016224704756,0
0.0024096385023039727,0.005644052671651137,0.0024096385023039727,0.0024096385023039727,0.02019891643371315,0.0024096385023039727,0.10914530609075845,0.7576453470448541,0.0024096385023039727,0.0024096385023039727,0.0024096385023039727,0.0024096385023039727,0.08326999273598168,0.0024096385023039727,0.0024096385023039727,0
0.008695652004901749,0.008695652004901749,0.22462795493966367,0.18377589762768204,0.008695652004901749,0.17210388125283008,0.008695652004901749,0.008695652004901749,0.17210388125282988,0.008695652004901749,0.008695652004901749,0.014531660192327772,0.15459585669055184,0.008695652004901749,0.008695652004901749,0
0.014531660192327772,0.020367668379753876,0.014531660192327772,0.05538371750430982,0.008695652004901749,0.020367668379753807,0.014531660192327772,0.01453166019232777,0.21879194675223795,0.02036766837975377,0.014531660192327772,0.02036766837975383,0.026203676567179836,0.03787569294203188,0.4989203397486855,0
0.09039976662886555,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.014531660192327772,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.11374379937856952,0.008695652004901749,0.5981324789349273,0.09623577481629152,0.008695652004901749,0.008695652004901749,0
0.008695652004901749,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.014531660192327758,0.008695652004901749,0.008695652004901749,0.691508609933743,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.1837758976276818,0.014531660192327772,0.008695652004901749,0
0.003174603107024218,0.003174603107024218,0.9065516148281118,0.007435815426463287,0.003174603107024218,0.007435815426463301,0.003174603107024218,0.003174603107024218,0.013827633905621922,0.003174603107024218,0.003174603107024218,0.003174603107024218,0.03300308934309789,0.003174603107024218,0.003174603107024218,0
0.004651162693989232,0.004651162693989232,0.004651162693989232,0.004651162693989232,0.004651162693989232,0.004651162693989232,0.004651162693989232,0.004651162693989232,0.9099110361206584,0.004651162693989232,0.004651162693989232,0.004651162693989232,0.023380677316610008,0.004651162693989232,0.01089433423486276,0
0.004651162693989232,0.007772748464425996,0.014015920005299583,0.004651162693989232,0.004651162693989232,0.004651162693989232,0.588387701765668,0.22940533816543754,0.004651162693989232,0.004651162693989232,0.004651162693989232,0.007772748464425991,0.09829873580709254,0.014015920005299567,0.007772748464425991,0
0.03313657311110149,0.049308643957836906,0.04930864395783701,0.08488719982065518,0.033136573111101596,0.0024096385023039727,0.03798819436512219,0.07194954314326668,0.2627799791347464,0.047691436873163434,0.02181612351838669,0.0865044069053287,0.10429368483673791,0.07194954314326683,0.04283981561914274,0
0.06121972569173574,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.02036766837975382,0.008695652004901749,0.36469215143788775,0.008695652004901749,0.014531660192327772,0.061219725691735685,0.008695652004901749,0.30049606137620183,0.10790779119114353,0.008695652004901749,0.008695652004901749,0
0.056439757100012825,0.015958240065341467,0.05857036325973236,0.007435815426463284,0.003174603107024218,0.003174603107024218,0.005305209266743763,0.005305209266743763,0.003174603107024218,0.01595824006534147,0.003174603107024218,0.06070096941945184,0.7488867590088654,0.009566421586182771,0.003174603107024218,0
0.008695652004901749,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.44056025787442554,0.008695652004901749,0.19544791400253397,0.10207178300371757,0.014531660192327761,0.008695652004901749,0.008695652004901749,0.026203676567179927,0.14292384031569996,0.008695652004901749,0.008695652004901749,0
0.043711701129457915,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.026203676567179812,0.008695652004901749,0.020367668379753765,0.29466005318877564,0.008695652004901749,0.46974029881155555,0.06705573387916185,0.008695652004901749,0
0.0282849518570809,0.007261259756324661,0.005644052671651094,0.07194954314326689,0.004026845586977542,0.004026845586977546,0.005644052671651135,0.04283981561914283,0.01858170934903959,0.0024096385023039727,0.0024096385023039727,0.6800194069805232,0.12046575568347363,0.004026845586977546,0.0024096385023039727,0
0.004651162693989232,0.01713750577573635,0.057718120791414376,0.1857031373793226,0.11702825042971332,0.004651162693989232,0.02025909154617317,0.09205556426621907,0.010894334234862777,0.04835336348010415,0.03898860616879375,0.035867020398357055,0.10142032157752934,0.07020446387316143,0.1950678946906329,0
0.008695652004901749,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.020367668379753807,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.02620367656717983,0.008695652004901749,0.020367668379753772,0.8315728064319666,0.008695652004901749,0.014531660192327772,0.008695652004901749,0
0.004026845586977542,0.007261259756324673,0.00726125975632468,0.0024096385023039727,0.004026845586977546,0.00726125975632468,0.005644052671651137,0.00402684558697754,0.0024096385023039727,0.0024096385023039727,0.005644052671651112,0.010495673925671797,0.9290692980202515,0.00564405267165111,0.0024096385023039727,0
0.19818948046106968,0.014015920005299562,0.010894334234862777,0.042110191939230567,0.01713750577573638,0.004651162693989232,0.010894334234862777,0.017137505775736316,0.04835336348010413,0.0764476354140351,0.251256438558495,0.03274543462792025,0.026502263087046708,0.2387700954767479,0.010894334234862751,0
0.0013986013679960498,0.0023372600252156784,0.3083399822788104,0.005153235996874537,0.007030553311313762,0.0013986013679960498,0.0013986013679960498,0.0013986013679960498,0.661275637393385,0.0013986013679960498,0.0013986013679960498,0.0013986013679960498,0.003275918682435298,0.0013986013679960498,0.0013986013679960498,0
0.003174603107024218,0.0756152125374888,0.005305209266743763,0.003174603107024218,0.6870991803769992,0.005305209266743763,0.16297006508599005,0.015958240065341567,0.003174603107024218,0.005305209266743765,0.003174603107024218,0.01382763390562193,0.00956642158618283,0.003174603107024218,0.003174603107024218,0
0.017137505775736365,0.004651162693989232,0.01089433423486275,0.014015920005299531,0.014015920005299522,0.004651162693989232,0.08893397849578229,0.014015920005299573,0.023380677316609946,0.004651162693989232,0.0077727484644260075,0.513469643275185,0.2606211958698053,0.014015920005299552,0.007772748464425991,0
0.001226993838109987,0.0036974512854967717,0.7308354266330068,0.001226993838109987,0.001226993838109987,0.24909622439258444,0.001226993838109987,0.002050479653905583,0.002050479653905583,0.001226993838109987,0.001226993838109987,0.001226993838109987,0.001226993838109987,0.001226993838109987,0.001226993838109987,0
0.0019417475306782162,0.0019417475306782162,0.0019417475306782162,0.0019417475306782162,0.0032449338220068426,0.0019417475306782162,0.0032449338220068426,0.014973610443964482,0.5636150390933158,0.0032449338220068426,0.0019417475306782162,0.38507851718129477,0.011064051569978601,0.0019417475306782162,0.0019417475306782162,0
0.5806244543726492,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.008695652004901749,0.032039684754605884,0.026203676567179927,0.06705573387916171,0.008695652004901749,0.20711993037738602,0.008695652004901749,0
0.014015920005299588,0.014015920005299535,0.8318713918597386,0.007772748464425991,0.010894334234862779,0.007772748464425991,0.014015920005299538,0.004651162693989232,0.023380677316609946,0.01401592000529955,0.007772748464425991,0.014015920005299538,0.01089433423486276,0.010894334234862763,0.014015920005299522,0
