F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,Label
0.022307446279389867,0.009523809321072624,0.009523809321072624,0.9491211257573898,0.009523809321072624,0.0954725266333,0.620266223459,0.255736005354,0.00772816319158,0.0207970813622,0
0.13096836042508672,0.01591562780023126,0.07983381259181749,0.6295302017994591,0.14375199738340416,0.0707013285135,0.483297195669,0.258018386682,0.0658473513875,0.122135737748,0
0.13736017890424562,0.5208692876537631,0.009523809321072624,0.3227229147998463,0.009523809321072624,0.430220995413,0.21419271291,0.219819757061,0.00772811954087,0.128038415076,0
0.2332374560916253,0.009523809321072624,0.16292745282088017,0.5847874724453495,0.009523809321072624,0.0616345271273,0.384080567081,0.207238663869,0.129639862124,0.217406379798,0
0.0016528925253437789,0.004980864127267503,0.0016528925253437789,0.9889511344293958,0.0027622163926516994,0.0956809653694,0.64254990418,0.258866994461,0.0013600657344,0.0015420702546,0
0.001980197975979333,0.001980197975979333,0.001980197975979333,0.9907502161361896,0.003309189935872076,0.0935422945751,0.644002297886,0.258978709865,0.00162931952022,0.00184737815299,0
0.008151906917837157,0.011425765161560063,0.004878048674114242,0.9706662305723717,0.004878048674114242,0.0989350882975,0.631803135054,0.257702573358,0.00395849122207,0.00760071206815,0
0.761139302974106,0.2242265510035496,0.004878048674114242,0.004878048674114242,0.004878048674114242,0.172753414823,0.00571404615354,0.108109935397,0.0039583416811,0.709464261945,0
0.17571108977919733,0.16292745282088025,0.16292745282087995,0.2843720039248944,0.21406200065414932,0.151610708236,0.296319778429,0.255142020362,0.133057763874,0.1638697291,0
0.0032786884525071586,0.8460556719277836,0.1375068764211545,0.0032786884525071586,0.009880074746047157,0.650431847606,0.00729384320409,0.229769710916,0.109443781196,0.00306081707831,0
7.117437563898956E-4,7.117437563898956E-4,7.117437563898956E-4,0.9971530249744384,7.117437563898956E-4,0.0931622668665,0.646794371896,0.258801525284,0.000577859695841,0.000663976256912,0
0.007679612648200482,0.19251842886732135,0.0076796126482004965,0.7778413468945367,0.014280998941740522,0.22018084521,0.511719510665,0.254593221139,0.00634204661685,0.00716437636917,0
0.0024691357479609973,0.35046814156111483,0.0057834119938006,0.6388101749491591,0.0024691357479609973,0.328639375686,0.415411663174,0.249008399688,0.00463772708097,0.00230283437101,0
0.0021197120878550095,9.049773554293165E-4,9.049773554293165E-4,0.9945579884796437,0.0015123447216421693,0.0930697277576,0.645530868217,0.258677921206,0.000744802807325,0.00197668001211,0
0.9619047627157071,0.009523809321072624,0.009523809321072624,0.009523809321072624,0.009523809321072624,0.00820306399389,0.0111557710313,0.0763124872498,0.0077279881261,0.896600689599,0
0.009523809321072624,0.015915627800231206,0.015915627800231195,0.9491211257573898,0.009523809321072624,0.100384177177,0.620266226233,0.25766037503,0.0128078210555,0.00888140050488,0
0.30254153375965476,0.0032786884525071586,0.1265045659319211,0.5643965234034093,0.0032786884525071586,0.0549414599357,0.367595102613,0.194871222249,0.100589781058,0.282002434143,0
0.36172859723991196,0.01469962340528298,0.17839253559142929,0.4370273368455387,0.008151906917837154,0.0518879352413,0.287574862282,0.18145688062,0.141907202104,0.337173119753,0
0.008308835729191305,0.0038715402599596065,0.0016528925253437789,0.8158966111293569,0.17027012035614764,0.0787554841686,0.617983435819,0.291287039662,0.00415917445507,0.00781486589553,0
0.02235479322299847,0.9536664183039194,0.0024691357479609973,0.019040516977158875,0.0024691357479609973,0.734585007206,0.0136352501581,0.228937498475,0.00200380159441,0.0208384425667,0
0.009523809321072624,0.009523809321072624,0.009523809321072624,0.3930329180705914,0.5783956539661901,0.0438238902853,0.557334811203,0.372492217147,0.0172341935379,0.00911488782654,0
0.015915627800231237,0.022307446279389836,0.6870565681118865,0.21406200065414918,0.06065835715434153,0.0370289692586,0.170498569614,0.230584651727,0.547026148781,0.01486166062,0
0.25880473000826004,0.01591562780023121,0.699840205070204,0.01591562780023126,0.009523809321072624,0.0137136446708,0.0152995127636,0.173416992168,0.556330940899,0.241238909498,0
0.49530201373712834,0.32911473327900487,0.009523809321072624,0.15653563434172138,0.009523809321072624,0.2674375388,0.106458844741,0.156697698736,0.00772806117956,0.461677856544,0
0.0032786884525071586,0.0032786884525071586,0.0032786884525071586,0.9846847840921259,0.005479150550353806,0.0939767379332,0.64120532739,0.259061826977,0.00269750609718,0.00305860160276,0
0.08672450476718735,0.004878048674114242,0.19803568505376667,0.45667048630787616,0.25369127519705614,0.0461657153605,0.428744337143,0.282527822104,0.161620943464,0.0809411819287,0
0.008151906917837157,0.286429857634285,0.011425765161560072,0.6891144216122022,0.004878048674114242,0.284103361819,0.449282301181,0.249851541341,0.00916202907515,0.00760076658444,0
0.12675449496694577,0.06709752254183289,0.017383378854239087,0.5128676776072555,0.275896926029725,0.0991946161134,0.476790349943,0.287327530989,0.0184254153776,0.118262087577,0
0.09900926802929326,0.035091083237707335,0.19488654521667328,0.6295302017994595,0.04148290171686592,0.0854369029729,0.429802835045,0.236883282425,0.155572211336,0.0923047682206,0
0.01428099894174053,0.0032786884525071586,0.02308284733312729,0.9538783147222721,0.005479150550353807,0.0911155963993,0.621234496675,0.255899842194,0.0184361095868,0.0133139551449,0
0.1821029082583561,0.4889101952579703,0.009523809321072624,0.3099392778415292,0.009523809321072624,0.404475648876,0.205905488095,0.212147406358,0.0077281125928,0.169743344079,0
0.35468200719563986,0.009523809321072624,0.188494726737515,0.43138382894554317,0.01591562780023126,0.0473866554042,0.287977366681,0.183962542642,0.150065271839,0.330608163434,0
0.0024691357479609973,0.007440550116720374,0.0074405501167203614,0.9785234901477167,0.00412627387088079,0.0966025675372,0.636503506547,0.258608077452,0.0059823810722,0.00230346739078,0
0.24714355870961024,0.07690293003601843,0.06708135530484993,0.600720249031684,0.008151906917837157,0.114889085314,0.39369165969,0.20760480586,0.0534468741521,0.230367574984,0
0.009523809321072624,0.009523809321072624,0.9619047627157071,0.009523809321072624,0.009523809321072624,0.00821038911164,0.0111559526698,0.207153379743,0.764596873771,0.00888340470437,0
0.00412627387088079,0.0024691357479609973,0.005783411993800605,0.983494904516476,0.004126273870880806,0.0932441635748,0.639726311646,0.258516001271,0.0046654331909,0.00384809031744,0
0.22750040924727294,0.02124733989272881,0.39774103792086385,0.008151906917837157,0.3453593060212975,0.0170876002157,0.185933574924,0.262920641448,0.321860987132,0.212197196281,0
0.0014184396848323166,0.0023704126489510376,0.0023704126489510415,0.9905183494041934,0.0033223856130697718,0.0938206106648,0.643858888703,0.259057085589,0.00193964845076,0.00132376659173,0
0.0032786884525071586,0.3377489273251995,0.0054791505503538115,0.6458136210237362,0.007679612648200484,0.319516157698,0.422677236052,0.250264051415,0.00448299593156,0.00305955890388,0
0.04416434759878922,0.004878048674114242,0.19803568505376684,0.7447700117554915,0.008151906917837157,0.0729240210823,0.487074454226,0.241313763603,0.157517911099,0.0411698499901,0
0.0054108132624093655,0.5089749468935344,0.0012422359972510406,0.1871607820233119,0.29721122182349224,0.408490441942,0.276794213522,0.303595536867,0.00595402516953,0.0051657824991,0
0.9907502161361896,0.001980197975979333,0.001980197975979333,0.003309189935872089,0.001980197975979333,0.00182912379812,0.00318115863003,0.0698982149609,0.00160692741804,0.923484575193,0
0.054266538675183294,0.009523809321072624,0.7701502083409487,0.009523809321072624,0.15653563434172166,0.0082090789923,0.0880540977439,0.238424741505,0.614663806612,0.0506482751474,0
0.014699623405282988,0.017973481649005904,0.004878048674114242,0.9510230811100344,0.011425765161560068,0.102142043474,0.622494065749,0.257589424979,0.00406790412552,0.0137065616721,0
0.0032786884525071586,0.9868852461899726,0.0032786884525071586,0.0032786884525071586,0.0032786884525071586,0.758647074243,0.00384083302014,0.231793556047,0.00266069295111,0.00305784373904,0
0.003309189935872089,0.0033091899358720766,0.003309189935872076,0.001980197975979333,0.9880922322164042,0.0027280267754,0.51812997646,0.456510115978,0.0191415205318,0.0034903602549,0
8.298755002000011E-4,8.298755002000011E-4,0.005842546418819126,0.9281739954447376,0.06432370713604217,0.086846404822,0.635351321588,0.271283717933,0.00571834681998,0.000800208836298,0
0.009523809321072624,0.009523809321072624,0.009523809321072624,0.009523809321072624,0.9619047627157071,0.00820413120048,0.509322252127,0.449558560176,0.0236427517163,0.0092723047801,0
0.03408515782236077,0.016481461039587256,0.19911981516086136,0.7470348775246836,0.0032786884525071586,0.0820506784226,0.485993638448,0.241884644481,0.158298050815,0.031772987833,0
0.5256030301737264,0.001980197975979333,0.005967173855657607,0.452508472379625,0.013941125615014142,0.043550636533,0.300638938581,0.160911690928,0.00497538310231,0.489923350857,0
0.004878048674114242,0.9804878053035403,0.004878048674114242,0.004878048674114242,0.004878048674114242,0.75387971459,0.0057142301402,0.231898330784,0.0039584497336,0.00454927475229,0
0.2843720039248945,0.42499201046638496,0.15014381586256273,0.1054010865084522,0.035091083237707224,0.336363311226,0.086683623534,0.19196561504,0.11990776024,0.26507968996,0
0.009523809321072624,0.009523809321072624,0.009523809321072624,0.8148929376950588,0.15653563434172146,0.0830056252786,0.610148626186,0.287719239816,0.0101847795418,0.00894172917762,0
9.049773554293165E-4,0.9945579884796437,9.049773554293165E-4,0.00272707945406786,9.049773554293165E-4,0.764491708981,0.00224161575061,0.231687747803,0.000734610566626,0.000844316899082,0
0.23323745609162536,0.5464365615703978,0.09261744955013491,0.09261744955013483,0.03509108323770721,0.428495955394,0.0783964250683,0.201499952312,0.0741908626546,0.217416804571,0
0.009523809321072624,0.01591562780023126,0.009523809321072624,0.4569511028621777,0.5080856506954458,0.0546721110187,0.561993506735,0.358189062322,0.0160592909276,0.00908602899624,0
0.0032786884525071586,0.9868852461899726,0.0032786884525071586,0.0032786884525071586,0.0032786884525071586,0.758647074243,0.00384083302014,0.231793556047,0.00266069295111,0.00305784373904,0
