F1,F2,F3,F4,F5,Label
7.662835078420667E-4,0.0017948519977344722,0.9953920132337905,7.662835078420667E-4,0.0012805677527882714,0
7.919639412690445E-4,0.0014974997516417417,0.9945391528512145,7.919639412690446E-4,0.002379419514607609,0
0.001110392636126025,0.014488617346700533,0.2191754554184898,6.644518124402091E-4,0.764561082786243,0
0.0011806897367566864,0.17900826635236244,0.8195839002475851,1.1357183164803507E-4,1.1357183164803507E-4,0
0.0011103926361260253,0.004677919225612578,0.9032486789525317,0.0015563334598118412,0.08940667572591766,0
0.0638676615356058,4.681036728304298E-4,0.9354492965911009,1.074691002321619E-4,1.074691002321619E-4,0
2.0010951361514403E-4,0.030417219737550412,0.9465633054264254,8.543357348635672E-5,0.02273393174892169,0
0.44863081957533824,0.0023794195146076003,0.5479349848852952,6.155799886758703E-4,4.391960360826961E-4,0
0.0018842229454790044,0.0018842229454790042,0.9953962944265883,3.4779207435680314E-4,4.8746760809518456E-4,0
1.2978585044292823E-4,0.007359467613893296,0.9918156518369793,3.0399504956221565E-4,3.910996491218596E-4,0
8.261048968669905E-5,0.29420922631757895,0.6825894230893766,0.022980686330764808,1.3805377259487782E-4,0
5.018189502908058E-4,0.3280811851445191,0.5948611056855028,2.7829157656564143E-4,0.07627759864312159,0
1.5185287753407908E-4,0.0608320196113923,0.9117570110058894,4.5677833850824116E-4,0.026802338166675876,0
1.921229544034064E-4,3.2106453742198964E-4,0.9876267657107151,0.0013525972015706554,0.010507449595890029,0
0.19628254974729314,5.282073262925889E-4,0.80095641996601,1.752848339470376E-4,0.0020575381264566635,0
0.2705425424933734,0.2971098558427431,0.43171757681288203,4.4152344144999666E-4,1.8850140955123986E-4,0
0.07856180904298511,4.738213587555333E-5,0.9207872430789489,3.971831468023266E-4,2.0638259538772333E-4,0
6.689062811353985E-4,3.709524788650455E-4,0.9967284672709161,8.178831822705755E-4,0.001413790786811277,0
9.89609082295216E-5,5.638779371491824E-4,0.9990064059013279,9.89609082295216E-5,2.3179434506371012E-4,0
4.679883829960412E-4,3.338942891674112E-4,0.9955802586852693,3.338942891674108E-4,0.0032839643533973026,0
0.0019753762702293003,0.13315984111426726,0.863957753157272,4.5351472911516676E-4,4.5351472911516676E-4,0
0.12439733215723127,0.0014593656429943845,0.8708064145650978,6.230529456186237E-4,0.0027138346890580255,0
1.72265284697246E-4,0.04780535178244363,0.9513310095006183,2.878795723131337E-4,4.0349385992902165E-4,0
0.08358145872674341,3.6289705044215815E-4,0.9154755919112051,2.171552611666721E-4,3.6289705044215815E-4,0
0.0012841647583288823,0.08275989248115133,0.9156228869811139,1.665278897030585E-4,1.665278897030585E-4,0
0.2726456878726697,0.0021262466996821556,0.7244569947697855,5.789477034591562E-4,1.921229544034064E-4,0
9.704026954479411E-5,0.0049816177048038505,0.9907544718392193,1.6216796868158252E-4,0.004004702217752039,0
0.00496799956504836,6.5737087174148E-4,0.9938980656212034,1.7841212804071285E-4,2.981518139659041E-4,0
2.4360535387953314E-4,0.023786673637593212,0.9556997932012591,0.018718374215404857,0.0015515535918636304,0
2.3228803198007469E-4,6.999820665548049E-4,0.9984472558259774,3.881860435049851E-4,2.3228803198007469E-4,0
0.007238811608879659,3.2206118443937204E-4,0.9915788563870402,3.2206118443937204E-4,5.382096352031321E-4,0
0.0011140195181385253,8.659082650423872E-4,0.9965363669398298,6.177970119462528E-4,8.659082650423876E-4,0
1.8582164671667096E-4,1.8582164671667107E-4,0.9989904932863588,3.455537227825041E-4,2.9230969742722625E-4,0
0.0017503865730323722,4.7505937182962124E-4,0.9196671396387123,0.05818361522625413,0.01992379919017154,0
5.214168228717136E-4,9.402255215429855E-4,0.9964485022631638,5.214168228717138E-4,0.0015684385695498987,0
0.003666232573579362,9.95024853492001E-4,0.9926808909359228,0.0016628267835138467,9.95024853492001E-4,0
6.177970119462525E-4,0.00285079828981146,0.9945514769150607,3.696857588501182E-4,0.0016102420243307995,0
1.9841438855273797E-4,0.004576038475760062,0.9947150138368357,4.2582343204402776E-4,8.470986680709231E-5,0
5.570230337467651E-4,2.3781212310935374E-4,0.9972930914990552,0.0015146557656589936,3.9741757842805833E-4,0
4.391960360826961E-4,0.0014974997516417415,0.993480849135655,0.0037904911353530053,7.919639412690446E-4,0
1.275193374482887E-4,0.33372630457775326,0.6659423499959076,7.630675144271533E-5,1.275193374482887E-4,0
1.8850140955123986E-4,0.008538228462210277,0.8898139655655822,8.210564892981287E-4,0.10063824807335793,0
8.532232469598833E-4,4.5882112769719103E-4,0.9979017807430366,1.9588638152206667E-4,5.90288500784755E-4,0
1.448225890897094E-4,0.15322910642440904,0.8459476403255658,2.4201895977880107E-4,4.3641170115698517E-4,0
8.659082650423876E-4,0.10060663200968846,0.8846381917934726,6.177970119462523E-4,0.01327147091984914,0
0.059746606629950245,0.020917504885497325,0.8272908333543506,4.987531060867827E-4,0.09154630202411418,0
0.013828736323512532,2.9815181396590414E-4,0.9179831047446328,0.04843350555589288,0.019456501561996523,0
4.15800406525875E-4,9.739217700423011E-4,0.9963833736015886,6.948610882840883E-4,0.001532043133558725,0
0.2720080415096084,5.056402170354266E-4,0.4563941150875114,0.2697742895169245,0.0013179136689204596,0
5.495247928559179E-4,5.495247928559186E-4,0.8569674038816479,0.09393871146768573,0.04799483506495586,0
5.214168228717136E-4,7.30821172207351E-4,0.608003434245556,0.34750442367202283,0.043239904087341755,0
0.0957533681652285,8.601117480787122E-4,0.838947926542141,1.350438862475833E-4,0.06430354965830308,0
2.6990552703871147E-4,6.321948331750423E-4,0.9943917615651411,2.6990552703871147E-4,0.004436232547606571,0
3.2106453742198964E-4,0.02610938114113861,0.972927425246596,3.2106453742198964E-4,3.2106453742198964E-4,0
0.5026730465297307,0.00387188641224191,0.4926216377616196,3.1201247353607826E-4,5.214168228717135E-4,0
0.002320362753182349,0.16719095790997493,0.8298717042754801,2.5690098651410956E-4,3.600740748475212E-4,0
5.214168228717136E-4,0.011619847337660498,0.6532347737020534,0.33326492791719936,0.0013590342202142603,0
1.074691002321619E-4,0.26156753423397644,0.7302482247826839,1.074691002321619E-4,0.007969302782874403,0
0.12704335392427288,7.511852673030512E-4,0.8395063248850976,0.023327791798614033,0.009371344124712685,0
8.741845253388405E-4,0.14228919321546274,0.8064977127816014,0.05025972724981881,7.918222777798777E-5,0
0.006100473149732867,3.6284440655999625E-4,0.9926493702857098,3.6284440655999625E-4,5.244677514381051E-4,0
1.1487650518794888E-4,0.14097352057871304,0.858681849905725,1.1487650518794888E-4,1.1487650518794888E-4,0
7.662835078420667E-4,0.0017948519977344793,0.788135462520474,0.20853711846610704,7.662835078420667E-4,0
6.706248085349846E-4,5.673988244896892E-4,0.9976271787179979,9.458940993224383E-4,1.8890354965694084E-4,0
0.21926899422447885,0.13243380180510397,0.6445587696644335,8.558800780797106E-4,0.002882554227903536,0
1.561280214934753E-4,0.018283744345047162,0.973284294477234,8.89615387186403E-4,0.007386217769038003,0
9.944307749221596E-5,0.0011777415225530865,0.9985638662244134,5.950609804551684E-5,9.944307749221596E-5,0
0.1344075049567413,0.033566631853826065,0.8308684895277272,7.783717280861011E-4,3.7900193361910993E-4,0
7.57288888797216E-5,0.13532041198494726,0.8574385846376814,0.0070387208408381145,1.265536476531404E-4,0
0.007154968437406888,0.2549806909991238,0.7339986719131606,7.078892864777393E-4,0.0031577793638308213,0
3.442001259193758E-4,0.44484562772544567,0.5529382757505354,3.442001259193758E-4,0.0015276962721794914,0
1.1364440103762474E-4,2.0492504566223051E-4,0.9940685837183721,0.005544842756201681,6.80040787253219E-5,0
0.02841495011380491,0.02848866136472255,0.9230484025017891,9.943647724247285E-4,0.019053621247258422,0
8.659082650423867E-4,0.0877048468486894,0.9099455396092789,3.696857588501182E-4,0.0011140195181385231,0
6.022282310478711E-5,0.15077895596223354,0.8489999575654664,6.022282310478711E-5,1.0064082609195015E-4,0
2.219755777298702E-4,0.0012648138856761007,0.9953876751606995,2.219755777298702E-4,0.002903559798163027,0
2.2217315356591046E-4,0.15807123576518858,0.8414676436844742,8.524054665927541E-5,1.537068501125925E-4,0
3.4779207435680287E-4,0.002861951681647678,0.9962343476290183,2.0811654061842212E-4,3.477920743568025E-4,0
0.18917918836528338,1.8354101233015812E-4,0.7302934813520335,6.995197687539764E-4,0.07964426950159828,0
0.032088963614298215,0.07490140558115968,0.23644648744305752,0.02685721930678063,0.6297059240547036,0
0.3290640491226861,0.08524574007448393,0.5825404803563065,0.0026589401624414733,4.907902840823563E-4,0
0.19396150757076966,1.377407737052803E-4,0.8056252701081146,1.7720804448456378E-4,9.827350292599553E-5,0
2.0811654061842212E-4,0.0011858452767870935,0.9980501295676173,3.4779207435680243E-4,2.0811654061842212E-4,0
0.002009698391351975,0.04938435295233769,0.9474171129951735,2.219755777298702E-4,9.668600834057499E-4,0
0.001116157993135006,8.53223246959882E-4,0.9972444438775987,4.588211276971927E-4,3.273537546096274E-4,0
