F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,Label
0.0012756800897181036,0.0023003227457666993,7.633587616938007E-4,0.9331881757659125,0.05711870484436647,7.633587616938007E-4,7.633587616938007E-4,0.0012756800897181036,7.633587616938007E-4,0.0017880014177423988,0.0137709056815,0.00149879012298,0.01906233761,0.863140842322,0.0814383667367,0.00585742125909,0.00199408440187,0.00996775367964,0.00256610153087,0.000703396655291,0
2.6246718574984856E-4,2.6246718574984856E-4,0.0016716870065092994,7.909246185346427E-4,0.9935862883435653,0.0011432295737245056,0.0011432295737245056,6.147721409397113E-4,2.6246718574984856E-4,2.6246718574984856E-4,0.0268106935907,0.0126298959175,0.0914034377138,0.0125933847608,0.84073502126,0.00199856254177,0.00124220687903,0.00414203342425,0.00833156736101,0.000113196551605,0
0.0011067158393992952,0.013996177595162999,0.0024401084348231327,6.622516409246908E-4,0.39179074629858046,0.002440108434823129,0.5842437442380868,0.0019956442363485254,6.622516409246908E-4,6.622516409246908E-4,0.0125046787712,0.00764042614435,0.0471675025471,0.00550851180487,0.345465201882,0.00379833263094,0.00312002694553,0.074972709895,0.499314953307,0.000507656071463,0
2.658662720660972E-4,5.705840653075668E-4,1.1350737544536101E-4,0.01146424517369023,0.9856470301666782,2.6586627206609726E-4,1.1350737544536101E-4,0.00118001965179051,1.1350737544536101E-4,2.658662720660972E-4,0.0267304148178,0.011014259426,0.08996117117,0.0223925361135,0.834356209207,0.0020388720534,0.00160072605015,0.00437637272034,0.00741511506139,0.000114323380013,0
0.008218143014993063,0.0037735010302469563,0.001995644236348522,0.27489666209975927,0.4642384106499421,6.622516409246908E-4,0.24333970400806162,0.0015511800378739044,6.622516409246908E-4,6.622516409246908E-4,0.0168080518413,0.00750495192154,0.0505477938262,0.259697631965,0.408350730644,0.0105942272024,0.00283676019943,0.0326443884811,0.210646605997,0.000368857921627,0
0.06138236290537978,1.0741138320862142E-4,1.0741138320862142E-4,3.236759179927561E-4,0.910292750111366,1.0741138320862142E-4,3.236759179927536E-4,0.026996301874702578,1.0741138320862142E-4,2.515877397313768E-4,0.0249299710933,0.0103394710625,0.0830777132086,0.0130946213417,0.770629075387,0.0582451830511,0.0278476201796,0.00358806170008,0.00811007558469,0.000138207391061,0
8.304724331852245E-4,0.001747488234531261,0.01876959404701696,0.062155904148201005,0.9112552227070413,8.539709459157514E-5,0.004842416564074113,8.539709459157514E-5,8.539709459157514E-5,1.4271058217570204E-4,0.0252724341798,0.0282772536993,0.0841785279807,0.0682734954519,0.773441454155,0.00268492753461,0.000588469425214,0.0060999389264,0.0111159071476,6.75914992924e-05,0
0.5035300956744693,6.147721409397113E-4,2.6246718574984856E-4,0.0018478394841042313,0.47728337651282376,6.147721409397113E-4,9.670770961295741E-4,6.147721409397113E-4,0.014002360438154487,2.6246718574984856E-4,0.0136583958039,0.00692362733734,0.0460903956709,0.00752850111791,0.407423896119,0.463997056435,0.0392498233762,0.00250962347573,0.0123716628567,0.000247017807094,0
0.01109126679183323,0.0043938104296361215,3.474305441420441E-4,0.012905161223261628,0.8332040352515302,2.079002032629375E-4,2.079002032629375E-4,0.13457561846984264,3.4743054414204417E-4,0.00271944633908686,0.0255992841563,0.00959018748403,0.0762352749909,0.0316406304638,0.70558391942,0.0127537513557,0.122651926308,0.00741248831394,0.007390698591,0.00114183891653,0
2.1674979472036582E-4,1.297016832266208E-4,0.003089337474013945,1.297016832266208E-4,0.9954378085027065,3.9084601770785545E-4,1.297016832266208E-4,1.297016832266208E-4,1.297016832266208E-4,2.1674979472036582E-4,0.0268169852153,0.0140066631631,0.090860736234,0.0119598092919,0.84225019134,0.00194776786638,0.000671211379191,0.00391119504179,0.00748073454192,9.47059265501e-05,0
