F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Label
7.067137809187288E-4,7.067137809187288E-4,0.4239409219041564,7.067137809187288E-4,7.067137809187288E-4,7.067137809187288E-4,7.067137809187288E-4,7.067137809187288E-4,0.002294834636915866,0.5636955572319053,7.067137809187288E-4,0.001500774208917299,0.0015007742089172982,7.067137809187288E-4,7.067137809187288E-4,0
2.5542784163473783E-4,2.5542784163473783E-4,0.32858065349347804,2.5542784163473783E-4,5.424254165052291E-4,5.424254165052302E-4,0.011161335686713488,8.294229913757214E-4,5.424254165052292E-4,8.294229913757214E-4,2.5542784163473783E-4,8.294229913757224E-4,0.6540359033966163,5.424254165052302E-4,5.424254165052302E-4,0
0.0013149198177201118,6.191950464396278E-4,0.052798552892475786,0.08410616760009756,0.025665286812537116,0.598942498347654,6.191950464396278E-4,6.191950464396278E-4,0.0020106445890005903,6.191950464396278E-4,6.191950464396278E-4,6.191950464396278E-4,0.23020836956899832,6.191950464396278E-4,6.191950464396278E-4,0
1.1217049915872127E-4,1.1217049915872127E-4,0.4571124288694094,2.3820476787638465E-4,3.642390365940495E-4,2.382047678763848E-4,0.1829878944084897,1.1217049915872127E-4,0.0014985474550530285,0.016118522626302086,1.1217049915872127E-4,0.01258956310220748,0.3269190292840623,0.0011204446489000372,3.642390365940495E-4,0
4.728132387706861E-4,4.728132387706861E-4,0.678348872420113,0.006316572369644329,0.11787924668632299,0.0440353813052833,0.0015353148989295299,4.728132387706861E-4,0.0010040640688501082,0.05253539458655405,0.0010040640688501082,0.0015353148989295303,0.08972295269211364,0.0015353148989295299,0.003129067389167796,0
1.018848700967905E-4,3.3083963435924063E-4,0.55531718820654,1.018848700967905E-4,1.018848700967905E-4,1.018848700967905E-4,1.018848700967905E-4,1.018848700967905E-4,1.018848700967905E-4,1.018848700967905E-4,1.018848700967905E-4,0.015098421929287315,0.42744595236596145,7.887491628841465E-4,1.018848700967905E-4,0
2.7252966942811264E-4,8.392782207301726E-5,0.6512318058155384,0.013097455289574554,0.048271699821299745,0.0010269370588484917,8.392782207301726E-5,8.383352114933966E-4,0.0252622744439782,2.7252966942811226E-4,2.7252966942811226E-4,8.392782207301726E-5,0.25799695408016526,4.6113151678320774E-4,7.440342878158497E-4,0
0.0013684637664936287,2.490660024906597E-4,0.020957924636545538,5.289154434914013E-4,2.490660024906597E-4,0.006685603145507713,0.00668560314550771,2.490660024906597E-4,5.289154434914013E-4,2.490660024906597E-4,2.490660024906597E-4,8.087648844921439E-4,0.5397987882519205,0.4208627758266051,5.289154434914013E-4,0
6.60669585195515E-4,2.0345879959308272E-4,0.33419593768217015,4.3206419239429886E-4,2.0345879959308272E-4,4.3206419239429897E-4,0.0020323019420028098,2.0345879959308272E-4,2.0345879959308272E-4,0.38723238881205213,0.0018036965492015907,0.008433252940436866,0.25395544480894294,0.0020323019420028106,0.007976042154834431,0
1.2476606363069268E-4,1.2476606363069268E-4,0.3270398900937148,1.2476606363069268E-4,1.2476606363069268E-4,1.2476606363069268E-4,1.2476606363069268E-4,2.649526519797854E-4,1.2476606363069268E-4,1.2476606363069268E-4,1.2476606363069268E-4,1.2476606363069268E-4,0.6711979644907371,1.2476606363069268E-4,1.2476606363069268E-4,0
0.02900564084018172,7.399186089530165E-5,0.8709332535218873,3.234026279581158E-4,1.57128783249573E-4,7.399186089530165E-5,0.05835297443123952,2.4026570560384443E-4,0.0019030041526892688,0.00988414869869932,1.57128783249573E-4,0.0017367303079807242,0.025098205489530966,0.0018198672303349948,2.402657056038445E-4,0
