F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,Label
7.09219858156029E-4,0.011068611044704737,7.09219858156029E-4,7.09219858156029E-4,7.09219858156029E-4,7.09219858156029E-4,7.09219858156029E-4,7.09219858156029E-4,7.09219858156029E-4,0.9832576300900466,0
0.05657921204632314,0.80200293111871,0.001117848214029139,0.0014052127934710758,8.304836345871994E-4,2.557544757033244E-4,0.1327308255984362,5.431190551452631E-4,0.0028420356906807658,0.0016925773729130225,0
6.211180124223591E-4,0.42353967478540006,0.25604717705352775,0.001319003419638494,6.211180124223591E-4,0.31257589503803446,0.001319003419638494,6.211180124223591E-4,0.002714774234070769,6.211180124223591E-4,0
0.18561268111829915,0.5953278099345514,1.122334455667789E-4,0.0016254933857930112,3.6444343560448417E-4,1.122334455667789E-4,0.12167744864374067,1.122334455667789E-4,0.0018777033758307154,0.09317771976948003,0
0.007929069705522075,0.23531071942062926,0.13519889237978588,4.7393364928909943E-4,0.00153895308589382,0.07449278449331688,4.7393364928909943E-4,0.001006443367591459,0.002603972522498539,0.5409712977261835,0
1.0193679918450547E-4,0.9184494152951015,9.036869051300564E-4,0.013731688600258871,1.0193679918450547E-4,1.0193679918450547E-4,0.06481462392193253,1.0193679918450547E-4,1.0193679918450547E-4,0.0015909012816548082,0
8.396305625524789E-5,0.8574505419862455,0.003291540486231001,1.7830356890159358E-4,8.396305625524789E-5,0.004329286125340801,0.05612222756818461,0.0030085189482919636,0.07338654138246588,0.002065113821828506,0
0.016781081005351785,0.6385412872313596,0.003891955504497183,0.02630782594076614,5.295749390568523E-4,0.002210765221777019,0.31014878534002066,5.295749390568523E-4,8.097733195102135E-4,2.493765586034914E-4,0
8.90180553330742E-4,0.5105128263804659,4.325041762969415E-4,0.007984164397354611,0.0011190187418476426,0.0022632096844321394,0.23201675095539925,2.0366598778004058E-4,0.0015766951188814406,0.2430009840042106,0
2.651180406514328E-4,0.9941070852445684,1.2484394506866403E-4,1.2484394506866403E-4,1.2484394506866403E-4,2.651180406514336E-4,0.0011067626141480433,1.2484394506866403E-4,0.003631696334637886,1.2484394506866403E-4,0
0.09322183318224533,0.06128543983233392,0.008640291419589333,1.5718693601909545E-4,0.037998486348023504,7.401924500370111E-5,2.4035462703448856E-4,1.5718693601909545E-4,0.08606941175492144,0.7121557897188102,0
0.00318559803415303,0.5735305115831837,8.707420003917438E-4,6.926761516408757E-4,0.006924980857921262,0.02847094855677622,0.0019391370928969563,3.3654445413913947E-4,0.3675083245784291,0.01654053669046816,0
0.014071039596647912,0.920234566563925,0.003632729027366098,8.76424189307624E-5,0.009541206708091667,0.0018601857231484264,0.0036327290273661123,0.011313750012309328,0.034849186107199476,7.76964815015412E-4,0
0.0028294663366512968,0.13780337968980924,1.584786053882726E-4,1.584786053882726E-4,0.0010488078491426112,0.0021172029416478217,1.584786053882726E-4,1.584786053882726E-4,0.0024733346391495685,0.8530938941220471,0
3.6550697170705307E-4,0.4875147459823243,0.05586841749018546,0.011195343170434555,9.456767680674528E-4,3.6550697170705307E-4,0.2900636252876672,3.655069717070533E-4,0.05838248660774717,0.09493318377845252,0
0.009946208644000946,0.5526366071984882,1.8484288354898338E-4,0.002261729215560025,3.925315167500889E-4,1.8484288354898338E-4,0.32127146981245724,1.8484288354898338E-4,0.1065214230825147,0.006415501879582129,0
4.6707146193367625E-5,0.6043007310455579,4.6654666253824494E-4,0.025027158368713578,4.6707146193367625E-5,2.041469648226959E-4,0.16378411852069552,9.91870857364773E-5,9.91870857364773E-5,0.20592550997381248,0
6.894248431498842E-4,0.9384503447124218,2.1231422505307854E-4,0.0023593120064887042,0.0018822013883918985,0.0021207566974403014,0.03027028316515177,0.0035520885517307185,2.1231422505307854E-4,0.02025096018511898,0
0.012997408701308237,0.5648286280804468,9.337068160597558E-5,9.337068160597558E-5,3.031924380238986E-4,1.9828155981493705E-4,0.03376976258668262,9.337068160597558E-5,9.337068160597558E-5,0.3875292439073007,0
6.002201499511914E-4,0.852123616274481,0.008284699578392079,3.925315167500882E-4,6.002201499511919E-4,0.04546096492138986,0.09011402105962724,1.8484288354898338E-4,6.002201499511931E-4,0.0016386633159567168,0
0.003351330317622451,0.9173062892164008,0.0014057103944744406,4.329004329004329E-4,0.015997859818084537,4.329004329004329E-4,0.05782868816576696,4.329004329004329E-4,4.329004329004329E-4,0.0023785203560484454,0
0.0018989421118338985,0.5177015572639463,5.84795321637426E-4,0.010440896248110934,0.010440896248110924,5.84795321637426E-4,0.4559366581247125,5.84795321637426E-4,0.0012418687167356569,5.84795321637426E-4,0
0.1030228711572464,0.7499933458810999,5.494401034240197E-4,1.6920473773265676E-4,7.395577862697021E-4,1.6920473773265676E-4,0.018040266925226693,0.011005912659936489,0.001309910834806746,0.11500028517652433,0
4.508695341014814E-4,0.9351105703857441,0.02788473007466782,9.279801521982871E-4,0.00116653546124669,0.004744865096972733,0.010470192514134401,2.1231422505307854E-4,0.0068918628784083585,0.012140079677473251,0
0.12409230933599243,0.7964689542192707,1.584786053882726E-4,6.926761516408757E-4,1.584786053882726E-4,1.584786053882726E-4,0.06354992076069722,1.584786053882726E-4,3.365444541391402E-4,0.014225680656706869,0
0.006415501879582129,0.46665351305323105,1.8484288354898338E-4,0.008077010945190996,8.079087831522975E-4,1.8484288354898338E-4,0.4031007912936922,1.8484288354898338E-4,0.001223286049554511,0.11316745934494998,0
0.0015918493890249,0.887853194924043,0.001271127551074957,2.0205475790846566E-4,5.227765958584113E-4,0.00458525320989105,0.05761126375094888,9.514747859181745E-5,0.00618886239964079,0.040078469943018426,0
